"student_id","name","total_enrollments","avg_completion_pct","engagement_segment"
"STU02123","Adi Hakim",2,51.00,"Low Engagement"
"STU01913","Hendra Hakim",2,58.00,"Low Engagement"
"STU00322","Lestari Rahmawati",2,5.50,"Low Engagement"
"STU01831","Sari Wijaya",0,0.00,"Inactive"
"STU02669","Gilang Santoso",1,32.00,"Low Engagement"
"STU01417","Nadia Cahyani",2,23.50,"Low Engagement"
"STU01335","Naufal Setiawan",1,100.00,"Focused Learner"
"STU01753","Bayu Setiawan",3,46.67,"Low Engagement"
"STU00405","Fajar Cahyani",4,9.25,"Low Engagement"
"STU00090","Gilang Setiawan",5,81.00,"Focused Learner"
"STU00087","Dewi Yusuf",11,55.82,"At Risk"
"STU02362","Vina Hakim",4,60.00,"Low Engagement"
"STU01169","Kirana Pertiwi",0,0.00,"Inactive"
"STU01366","Tia Pratama",6,54.67,"Low Engagement"
"STU01953","Umi Hapsari",10,41.70,"At Risk"
"STU02100","Dewi Wijaya",3,85.00,"Focused Learner"
"STU02950","Budi Wijaya",3,98.33,"Focused Learner"
"STU00635","Indah Anggara",10,50.00,"At Risk"
"STU02538","Ferdi Maulana",5,82.40,"Focused Learner"
"STU01082","Nita Cahyani",3,56.00,"Low Engagement"
"STU01187","Umi Pertiwi",11,43.27,"At Risk"
"STU00784","Fitri Damayanti",0,0.00,"Inactive"
"STU02792","Satria Anggraini",3,64.67,"Low Engagement"
"STU01775","Surya Susanto",1,2.00,"Low Engagement"
"STU00309","Citra Setiawan",8,74.63,"At Risk"
"STU01824","Indah Anggara",8,73.63,"At Risk"
"STU01072","Sari Lestari",6,35.50,"Low Engagement"
"STU02781","Dito Mahendra",3,23.33,"Low Engagement"
"STU02761","Reno Putra",5,42.00,"Low Engagement"
"STU02586","Krisna Pertiwi",2,54.00,"Low Engagement"
"STU00376","Ayu Hidayat",11,51.09,"At Risk"
"STU02471","Iqbal Yusuf",11,52.27,"At Risk"
"STU02577","Eko Cahyani",2,48.00,"Low Engagement"
"STU01804","Dimas Damayanti",0,0.00,"Inactive"
"STU01305","Nadia Maulana",1,3.00,"Low Engagement"
"STU02183","Reno Setiawan",9,52.33,"At Risk"
"STU00282","Nadia Wulandari",3,77.00,"Low Engagement"
"STU02094","Yoga Santoso",0,0.00,"Inactive"
"STU01175","Siti Maulana",3,96.33,"Focused Learner"
"STU00491","Citra Anggraini",1,6.00,"Low Engagement"
"STU02093","Hadi Nugroho",4,75.75,"Low Engagement"
"STU00437","Dewi Pertiwi",3,51.67,"Low Engagement"
"STU01968","Hadi Permadi",2,52.00,"Low Engagement"
"STU01229","Ratna Hapsari",2,53.00,"Low Engagement"
"STU01871","Luthfi Permadi",6,88.17,"Focused Learner"
"STU01665","Intan Kurniawan",3,89.67,"Focused Learner"
"STU01326","Aditya Lestari",2,28.50,"Low Engagement"
"STU01895","Budi Rahmawati",4,71.75,"Low Engagement"
"STU00592","Siti Susanto",3,78.33,"Low Engagement"
"STU02375","Eka Setiawan",2,2.50,"Low Engagement"
"STU01129","Rizky Yusuf",0,0.00,"Inactive"
"STU00330","Andi Putra",1,7.00,"Low Engagement"
"STU01745","Olivia Maulana",0,0.00,"Inactive"
"STU00788","Ferdi Permadi",1,100.00,"Focused Learner"
"STU02424","Budi Anggraini",6,35.67,"Low Engagement"
"STU01577","Dewi Setyowati",6,58.33,"Low Engagement"
"STU00487","Aditya Ramadhan",5,65.20,"Low Engagement"
"STU01130","Siti Nugroho",2,82.00,"Focused Learner"
"STU02840","Reza Pertiwi",11,73.45,"At Risk"
"STU01341","Olivia Nugroho",0,0.00,"Inactive"
"STU01337","Naufal Pertiwi",3,55.00,"Low Engagement"
"STU02035","Arif Lestari",7,28.29,"Low Engagement"
"STU02666","Nadia Setiawan",3,57.00,"Low Engagement"
"STU00216","Putra Permadi",1,100.00,"Focused Learner"
"STU01173","Eka Kurniawan",1,100.00,"Focused Learner"
"STU02506","Umi Permadi",3,16.67,"Low Engagement"
"STU01313","Fajar Wibowo",3,59.67,"Low Engagement"
"STU00792","Reza Permadi",3,60.00,"Low Engagement"
"STU01755","Bayu Santoso",0,0.00,"Inactive"
"STU02335","Satria Anggraini",0,0.00,"Inactive"
"STU00109","Rahmat Setiawan",0,0.00,"Inactive"
"STU01376","Eka Kusuma",0,0.00,"Inactive"
"STU02039","Surya Lestari",2,11.50,"Low Engagement"
"STU00250","Bagus Santoso",3,34.33,"Low Engagement"
"STU00670","Reza Cahyani",0,0.00,"Inactive"
"STU02236","Winda Anggraini",3,39.00,"Low Engagement"
"STU02990","Gita Pratama",8,39.75,"At Risk"
"STU01402","Iqbal Permadi",3,38.67,"Low Engagement"
"STU00024","Fajar Maulana",10,31.20,"At Risk"
"STU02698","Krisna Anggara",3,40.33,"Low Engagement"
"STU01124","Gilang Anggraini",2,99.50,"Focused Learner"
"STU02926","Luthfi Hapsari",2,61.50,"Low Engagement"
"STU01538","Gilang Yusuf",11,79.00,"At Risk"
"STU02274","Mega Lestari",3,26.33,"Low Engagement"
"STU01550","Panji Hapsari",1,100.00,"Focused Learner"
"STU02240","Iqbal Wibowo",2,47.00,"Low Engagement"
"STU00296","Siti Santoso",6,60.17,"Low Engagement"
"STU01807","Fajar Pratama",7,44.57,"Low Engagement"
"STU02932","Ayu Wibowo",3,67.33,"Low Engagement"
"STU00645","Permata Permadi",5,75.00,"Low Engagement"
"STU02282","Satria Yusuf",3,67.67,"Low Engagement"
"STU00819","Surya Mahendra",5,74.60,"Low Engagement"
"STU00265","Tia Iskandar",6,26.83,"Low Engagement"
"STU01945","Ratna Hapsari",1,100.00,"Focused Learner"
"STU01340","Iqbal Mahendra",0,0.00,"Inactive"
"STU02472","Putra Lestari",11,56.64,"At Risk"
"STU01969","Bagus Pratama",6,59.33,"Low Engagement"
"STU02033","Arif Wulandari",1,4.00,"Low Engagement"
"STU02224","Ferdi Santoso",7,55.00,"Low Engagement"
"STU01407","Winda Setiawan",3,68.67,"Low Engagement"
"STU01155","Permata Susanto",2,100.00,"Focused Learner"
"STU02038","Mawar Hakim",3,71.33,"Low Engagement"
"STU02072","Permata Damayanti",1,3.00,"Low Engagement"
"STU00752","Yuni Pertiwi",5,51.60,"Low Engagement"
"STU00310","Diah Saputra",11,53.91,"At Risk"
"STU02852","Gilang Maulana",6,31.83,"Low Engagement"
"STU01623","Andi Saputra",6,38.00,"Low Engagement"
"STU00362","Fajar Saputra",0,0.00,"Inactive"
"STU01005","Hana Hakim",6,46.67,"Low Engagement"
"STU01314","Tia Putra",0,0.00,"Inactive"
"STU02102","Zahra Wulandari",3,35.00,"Low Engagement"
"STU01776","Putra Hapsari",3,60.67,"Low Engagement"
"STU00335","Indah Hakim",0,0.00,"Inactive"
"STU01877","Rizky Kusuma",1,30.00,"Low Engagement"
"STU00722","Reno Pramudita",2,5.00,"Low Engagement"
"STU00675","Budi Hapsari",9,45.56,"At Risk"
"STU00825","Winda Pramudita",1,0.00,"Low Engagement"
"STU02610","Mawar Hakim",4,67.00,"Low Engagement"
"STU02478","Hadi Kurniawan",1,11.00,"Low Engagement"
"STU00278","Hana Anggraini",0,0.00,"Inactive"
"STU01936","Satria Pertiwi",3,35.67,"Low Engagement"
"STU02203","Maya Lestari",8,41.88,"At Risk"
"STU01903","Yuni Nugroho",5,79.20,"Low Engagement"
"STU01519","Nadia Saputra",1,17.00,"Low Engagement"
"STU01339","Adi Rahmawati",6,67.50,"Low Engagement"
"STU01880","Gilang Anggraini",6,55.50,"Low Engagement"
"STU01518","Zahra Yusuf",11,31.18,"At Risk"
"STU02369","Dewi Nugroho",3,49.33,"Low Engagement"
"STU01760","Permata Hapsari",9,80.67,"Highly Engaged"
"STU01245","Reza Ramadhan",3,54.33,"Low Engagement"
"STU02780","Nadia Hidayat",0,0.00,"Inactive"
"STU01984","Kirana Susanto",2,52.00,"Low Engagement"
"STU01978","Diah Hidayat",11,63.27,"At Risk"
"STU02513","Ferdi Kusuma",3,45.00,"Low Engagement"
"STU00795","Citra Pramudita",1,64.00,"Low Engagement"
"STU02719","Yuni Maulana",3,57.33,"Low Engagement"
"STU02232","Dito Hidayat",9,54.22,"At Risk"
"STU00721","Andi Yusuf",2,79.00,"Low Engagement"
"STU00527","Citra Hidayat",3,6.33,"Low Engagement"
"STU02947","Krisna Damayanti",5,69.20,"Low Engagement"
"STU01600","Ferdi Saputra",0,0.00,"Inactive"
"STU01283","Gilang Lestari",4,96.25,"Focused Learner"
"STU01003","Yoga Pratama",2,89.00,"Focused Learner"
"STU00563","Krisna Rahmawati",0,0.00,"Inactive"
"STU01748","Adi Wibowo",2,34.00,"Low Engagement"
"STU00597","Rizky Iskandar",3,38.00,"Low Engagement"
"STU02681","Fitri Santoso",3,48.33,"Low Engagement"
"STU00691","Olivia Setiawan",3,83.00,"Focused Learner"
"STU00400","Sinta Wulandari",3,55.33,"Low Engagement"
"STU00906","Maya Nugroho",4,32.25,"Low Engagement"
"STU00557","Maya Lestari",5,32.20,"Low Engagement"
"STU02695","Budi Wibowo",2,56.50,"Low Engagement"
"STU00288","Hana Mahendra",2,98.00,"Focused Learner"
"STU00898","Panji Anggara",3,44.33,"Low Engagement"
"STU00685","Eko Wulandari",11,50.09,"At Risk"
"STU01097","Eka Pratama",1,29.00,"Low Engagement"
"STU01638","Aditya Damayanti",1,6.00,"Low Engagement"
"STU01125","Bagus Maulana",2,69.00,"Low Engagement"
"STU00415","Diah Anggara",0,0.00,"Inactive"
"STU01835","Iqbal Setyowati",1,83.00,"Focused Learner"
"STU00495","Vina Wijaya",0,0.00,"Inactive"
"STU02205","Bayu Saputra",9,70.22,"At Risk"
"STU00048","Fitri Anggara",3,34.67,"Low Engagement"
"STU02152","Lestari Pertiwi",5,62.40,"Low Engagement"
"STU01047","Ferdi Anggara",0,0.00,"Inactive"
"STU02429","Putri Permadi",3,9.67,"Low Engagement"
"STU02491","Nadia Rahmawati",4,92.00,"Focused Learner"
"STU00832","Aditya Pratama",8,66.13,"At Risk"
"STU00147","Reza Wulandari",10,76.30,"At Risk"
"STU01416","Gita Pramudita",3,9.33,"Low Engagement"
"STU02688","Yuni Putra",3,90.67,"Focused Learner"
"STU01650","Aditya Setyowati",1,1.00,"Low Engagement"
"STU02439","Intan Anggara",0,0.00,"Inactive"
"STU00778","Diah Yusuf",0,0.00,"Inactive"
"STU02783","Hadi Kusuma",2,32.00,"Low Engagement"
"STU02248","Surya Pertiwi",1,8.00,"Low Engagement"
"STU01670","Kirana Kurniawan",3,60.67,"Low Engagement"
"STU02449","Naufal Yusuf",5,37.60,"Low Engagement"
"STU00320","Mawar Wijaya",2,100.00,"Focused Learner"
"STU02790","Citra Yusuf",11,52.82,"At Risk"
"STU02031","Bayu Setyowati",6,68.33,"Low Engagement"
"STU02397","Hana Wulandari",0,0.00,"Inactive"
"STU02997","Ferdi Yusuf",5,27.60,"Low Engagement"
"STU00568","Budi Wijaya",9,59.00,"At Risk"
"STU00037","Hadi Hapsari",11,61.45,"At Risk"
"STU01281","Naufal Permadi",11,62.64,"At Risk"
"STU00348","Hadi Hidayat",5,70.60,"Low Engagement"
"STU00304","Luthfi Lestari",5,62.40,"Low Engagement"
"STU01235","Ayu Kurniawan",1,72.00,"Low Engagement"
"STU01490","Naufal Anggraini",0,0.00,"Inactive"
"STU01468","Citra Kurniawan",3,32.00,"Low Engagement"
"STU01240","Budi Cahyani",3,54.33,"Low Engagement"
"STU01123","Galih Susanto",6,64.83,"Low Engagement"
"STU02843","Dewi Damayanti",2,28.00,"Low Engagement"
"STU02571","Intan Cahyani",4,84.75,"Focused Learner"
"STU00116","Hana Permadi",4,38.25,"Low Engagement"
"STU02115","Winda Maulana",4,28.25,"Low Engagement"
"STU01593","Olivia Santoso",2,54.50,"Low Engagement"
"STU02994","Umi Wulandari",6,49.50,"Low Engagement"
"STU00326","Ferdi Mahendra",0,0.00,"Inactive"
"STU02535","Intan Maulana",5,50.80,"Low Engagement"
"STU02348","Aditya Cahyani",3,59.67,"Low Engagement"
"STU01632","Fitri Iskandar",7,81.86,"Focused Learner"
"STU02078","Olivia Setiawan",0,0.00,"Inactive"
"STU02686","Putra Pertiwi",11,69.00,"At Risk"
"STU02234","Eko Ramadhan",3,87.67,"Focused Learner"
"STU01683","Dimas Rahmawati",0,0.00,"Inactive"
"STU00528","Reno Setiawan",3,57.67,"Low Engagement"
"STU01992","Kirana Damayanti",1,5.00,"Low Engagement"
"STU00577","Iqbal Santoso",3,67.00,"Low Engagement"
"STU02865","Andi Pertiwi",7,46.14,"Low Engagement"
"STU02806","Dewi Cahyani",2,6.00,"Low Engagement"
"STU01285","Intan Iskandar",7,56.43,"Low Engagement"
"STU00995","Surya Pramudita",0,0.00,"Inactive"
"STU02734","Fitri Hakim",3,44.33,"Low Engagement"
"STU00877","Naufal Setyowati",1,38.00,"Low Engagement"
"STU00096","Olivia Anggraini",4,29.25,"Low Engagement"
"STU00066","Permata Maulana",5,17.80,"Low Engagement"
"STU00525","Umi Mahendra",2,100.00,"Focused Learner"
"STU02903","Nita Mahendra",3,30.00,"Low Engagement"
"STU02861","Olivia Saputra",0,0.00,"Inactive"
"STU01317","Mawar Iskandar",0,0.00,"Inactive"
"STU00886","Nita Pratama",4,77.25,"Low Engagement"
"STU01122","Vina Maulana",3,29.00,"Low Engagement"
"STU00694","Surya Rahmawati",1,62.00,"Low Engagement"
"STU00231","Ayu Kurniawan",6,63.33,"Low Engagement"
"STU00141","Luthfi Cahyani",3,57.33,"Low Engagement"
"STU01677","Reza Iskandar",4,66.25,"Low Engagement"
"STU00891","Bayu Maulana",11,54.45,"At Risk"
